SOURCE_SYSTEM_CODE,SOURCE_FEED_CODE,SOURCE_FIELD_NAME,TARGET_FIELD_NAME,FIELD_ORDINAL,DATA_TYPE_NAME,DATA_TYPE_LENGTH,DATA_TYPE_PRECISION,DATA_TYPE_SCALE,IS_IN_SOURCE,IS_IN_TARGET,IS_DELETED,DERIVED_EXPRESSION
AD,AprGONGMembers,GroupSamAccountName,GROUP_SAM_ACCOUNT_NAME,1,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,AprGONGMembers,MemberSamAccountName,MEMBER_SAM_ACCOUNT_NAME,2,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,AprGONGMembers,MemberName,MEMBER_NAME,3,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,AprGONGMembers,DistinguishedName,DISTINGUISHED_NAME,5,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AD,AprGONGMembers,ADQueryDateTime,AD_QUERY_DATE_TIME,6,VARCHAR,20,0,0,TRUE,TRUE,FALSE,
AD,AprIDMToolsMembers,GroupSamAccountName,GROUP_SAM_ACCOUNT_NAME,1,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,AprIDMToolsMembers,MemberSamAccountName,MEMBER_SAM_ACCOUNT_NAME,2,VARCHAR,30,0,0,TRUE,TRUE,FALSE,
AD,AprIDMToolsMembers,MemberName,MEMBER_NAME,3,VARCHAR,50,0,0,TRUE,TRUE,FALSE,
AD,AprIDMToolsMembers,DistinguishedName,DISTINGUISHED_NAME,4,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,AprIDMToolsMembers,ADQueryDateTime,AD_QUERY_DATE_TIME,5,VARCHAR,50,0,0,TRUE,TRUE,FALSE,
AD,AprMusbiMembers,GroupSamAccountName,GROUP_SAM_ACCOUNT_NAME,1,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,AprMusbiMembers,MemberSamAccountName,MEMBER_SAM_ACCOUNT_NAME,2,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,AprMusbiMembers,MemberName,MEMBER_NAME,3,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,AprMusbiMembers,DistinguishedName,DISTINGUISHED_NAME,5,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AD,AprMusbiMembers,ADQueryDateTime,AD_QUERY_DATE_TIME,6,VARCHAR,20,0,0,TRUE,TRUE,FALSE,
AD,AprSAMMembers,GroupSamAccountName,GROUP_SAM_ACCOUNT_NAME,1,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,AprSAMMembers,MemberSamAccountName,MEMBER_SAM_ACCOUNT_NAME,2,VARCHAR,30,0,0,TRUE,TRUE,FALSE,
AD,AprSAMMembers,MemberName,MEMBER_NAME,3,VARCHAR,50,0,0,TRUE,TRUE,FALSE,
AD,AprSAMMembers,DistinguishedName,DISTINGUISHED_NAME,4,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,AprSAMMembers,ADQueryDateTime,AD_QUERY_DATE_TIME,5,VARCHAR,50,0,0,TRUE,TRUE,FALSE,
AD,MusiUsers,DistinguishedName,DISTINGUISHED_NAME,1,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AD,MusiUsers,objectClass,OBJECT_CLASS,2,VARCHAR,250,0,0,TRUE,FALSE,FALSE,
AD,MusiUsers,CN,CN,3,VARCHAR,250,0,0,TRUE,FALSE,FALSE,
AD,MusiUsers,Title,TITLE,4,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,MusiUsers,description,DESCRIPTION,5,VARCHAR,250,0,0,TRUE,FALSE,FALSE,
AD,MusiUsers,physicalDeliveryOfficeName,PHYSICAL_DELIVERY_OFFICE_NAME,6,VARCHAR,250,0,0,TRUE,FALSE,FALSE,
AD,MusiUsers,Name,NAME,7,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,MusiUsers,Department,DEPARTMENT,8,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,MusiUsers,SamAccountName,SAM_ACCOUNT_NAME,9,VARCHAR,50,0,0,TRUE,TRUE,FALSE,
AD,MusiUsers,userPrincipalName,USER_PRINCIPAL_NAME,10,VARCHAR,250,0,0,TRUE,FALSE,FALSE,
AD,MusiUsers,manager,MANAGER,11,VARCHAR,250,0,0,TRUE,FALSE,FALSE,
AD,MusiUsers,homeDirectory,HOME_DIRECTORY,12,VARCHAR,250,0,0,TRUE,FALSE,FALSE,
AD,MusiUsers,EmailAddress,EMAIL_ADDRESS,13,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersDynamic,COL01,COL01,1,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersDynamic,COL02,COL02,2,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersDynamic,COL03,COL03,3,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersDynamic,COL04,COL04,4,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersDynamic,COL05,COL05,5,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersDynamic,COL06,COL06,6,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersDynamic,COL07,COL07,7,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersDynamic,COL08,COL08,8,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersDynamic,COL09,COL09,9,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersDynamic,COL10,COL10,10,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersDynamic,COL11,COL11,11,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersDynamic,COL12,COL12,12,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersDynamic,COL13,COL13,13,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersDynamic,COL14,COL14,13,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersHK,DistinguishedName,DISTINGUISHED_NAME,1,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersHK,objectClass,OBJECT_CLASS,2,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersHK,CN,CN,3,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersHK,description,DESCRIPTION,4,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersHK,Name,NAME,5,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersHK,Department,DEPARTMENT,6,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersHK,SamAccountName,SAM_ACCOUNT_NAME,7,VARCHAR,50,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersHK,userPrincipalName,USER_PRINCIPAL_NAME,8,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersHK,EmailAddress,EMAIL_ADDRESS,9,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersHK,Title,TITLE,10,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersHK,manager,MANAGER,11,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersHK,physicalDeliveryOfficeName,PHYSICAL_DELIVERY_OFFICE_NAME,12,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersSG,DistinguishedName,DISTINGUISHED_NAME,1,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersSG,objectClass,OBJECT_CLASS,2,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersSG,CN,CN,3,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersSG,description,DESCRIPTION,4,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersSG,SamAccountName,SAM_ACCOUNT_NAME,5,VARCHAR,50,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersSG,Name,NAME,6,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersSG,userPrincipalName,USER_PRINCIPAL_NAME,7,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersSG,physicalDeliveryOfficeName,PHYSICAL_DELIVERY_OFFICE_NAME,8,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersSG,EmailAddress,EMAIL_ADDRESS,9,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersSG,Title,TITLE,10,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersSG,Department,DEPARTMENT,11,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersSG,manager,MANAGER,12,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUK,DistinguishedName,DISTINGUISHED_NAME,1,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUK,objectClass,OBJECT_CLASS,2,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUK,CN,CN,3,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUK,Title,TITLE,4,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUK,description,DESCRIPTION,5,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUK,physicalDeliveryOfficeName,PHYSICAL_DELIVERY_OFFICE_NAME,6,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUK,Name,NAME,7,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUK,Department,DEPARTMENT,8,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUK,homeDirectory,HOME_DIRECTORY,9,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUK,SamAccountName,SAM_ACCOUNT_NAME,10,VARCHAR,50,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUK,userPrincipalName,USER_PRINCIPAL_NAME,11,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUK,EmailAddress,EMAIL_ADDRESS,12,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUK,manager,MANAGER,13,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUS,DistinguishedName,DISTINGUISHED_NAME,1,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUS,objectClass,OBJECT_CLASS,2,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUS,CN,CN,3,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUS,description,DESCRIPTION,4,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUS,Name,NAME,5,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUS,SamAccountName,SAM_ACCOUNT_NAME,6,VARCHAR,50,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUS,userPrincipalName,USER_PRINCIPAL_NAME,7,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUS,EmailAddress,EMAIL_ADDRESS,8,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUS,Title,TITLE,9,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUS,physicalDeliveryOfficeName,PHYSICAL_DELIVERY_OFFICE_NAME,10,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUS,Department,DEPARTMENT,11,VARCHAR,100,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUS,homeDirectory,HOME_DIRECTORY,12,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,MusiUsersUS,manager,MANAGER,13,VARCHAR,250,0,0,TRUE,TRUE,FALSE,
AD,PeopleSuccessFactors,Employee Status,EMPLOYEE_STATUS,1,VARCHAR,2000,0,0,TRUE,TRUE,FALSE,
AD,PeopleSuccessFactors,Employee ID,EMPLOYEE_ID,2,VARCHAR,2000,0,0,TRUE,TRUE,FALSE,
AD,PeopleSuccessFactors,Username,USERNAME,3,VARCHAR,2000,0,0,TRUE,TRUE,FALSE,
AD,PeopleSuccessFactors,First Name,FIRST_NAME,4,VARCHAR,2000,0,0,TRUE,TRUE,FALSE,
AD,PeopleSuccessFactors,Last Name,LAST_NAME,5,VARCHAR,2000,0,0,TRUE,TRUE,FALSE,
AD,PeopleSuccessFactors,Hire Date,HIRE_DATE,6,DATE,0,0,0,TRUE,TRUE,FALSE,
AD,PeopleSuccessFactors,Termination Date,TERMINATION_DATE,7,DATE,0,0,0,TRUE,TRUE,FALSE,
AD,PeopleSuccessFactors,Department Code,DEPARTMENT_CODE,8,VARCHAR,2000,0,0,TRUE,TRUE,FALSE,
AD,PeopleSuccessFactors,Department Name,DEPARTMENT_NAME,9,VARCHAR,2000,0,0,TRUE,TRUE,FALSE,
AD,PeopleSuccessFactors,Company,COMPANY,10,VARCHAR,2000,0,0,TRUE,TRUE,FALSE,
AD,PeopleSuccessFactors,Location,LOCATION,11,VARCHAR,2000,0,0,TRUE,TRUE,FALSE,
AD,PeopleSuccessFactors,Corporate Title,CORPORATE_TITLE,12,VARCHAR,2000,0,0,TRUE,TRUE,FALSE,
AD,PeopleSuccessFactors,Manager ID,MANAGER_ID,13,VARCHAR,2000,0,0,TRUE,TRUE,FALSE,
AD,PeopleSuccessFactors,FO Supervisor ID,FO_SUPERVISOR_ID,14,VARCHAR,2000,0,0,TRUE,TRUE,FALSE,
AD,PeopleSuccessFactors,Business Email Address,BUSINESS_EMAIL_ADDRESS,15,VARCHAR,2000,0,0,TRUE,TRUE,FALSE,
AD,PeopleSuccessFactors,Contract Type,CONTRACT_TYPE,16,VARCHAR,2000,0,0,TRUE,TRUE,FALSE,
AD,PeopleSuccessFactors,Employee Class,EMPLOYEE_CLASS,17,VARCHAR,2000,0,0,TRUE,TRUE,FALSE,
AMIS,CURRENCY,CURRENCY_KEY,CURRENCY_KEY,1,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,CURRENCY,CURRENCY_CODE,CURRENCY_CODE,2,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,CURRENCY,CURRENCY_NAME,CURRENCY_NAME,3,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,CURRENCY,COUNTRY_CODE,COUNTRY_CODE,4,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,CURRENCY,DATA_DATE,DATA_DATE,5,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,CURRENCY,FXRATE,FXRATE,6,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,CURRENCY,CNVFTR,CNVFTR,7,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,CURRENCY,ISDEBITRATE,ISDEBITRATE,8,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,CURRENCY,ISCREDITRATE,ISCREDITRATE,9,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,CURRENCY,INTERESTBASIS,INTERESTBASIS,10,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,CURRENCY,EUROCCYFLAG,EUROCCYFLAG,11,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,CURRENCY,EURORATE,EURORATE,12,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,GCIF,GCIF,GCIF,1,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,GCIF,PARENT_GCIF,PARENT_GCIF,2,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,GCIF,CUSTOMER_SHORT_NAME,CUSTOMER_SHORT_NAME,3,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,GCIF,CUSTOMER_NAME_1,CUSTOMER_NAME_1,4,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,GCIF,CUSTOMER_NAME_2,CUSTOMER_NAME_2,5,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,GCIF,GZ_CUSTOMER_NAME_ENGLISH,GZ_CUSTOMER_NAME_ENGLISH,6,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,GCIF,PARENT_GZ_CUSTOMER_NAME_ENGLISH,PARENT_GZ_CUSTOMER_NAME_ENGLISH,7,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,GCIF,DOMICILE_COUNTRY_CODE,DOMICILE_COUNTRY_CODE,8,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,GCIF,S_Industry_Code,S_INDUSTRY_CODE,9,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,GCIF,S_Industry_NAME,S_INDUSTRY_NAME,10,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,IMTT_MIS_ID,IMTT_MIS_ID,1,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,IMTT_ID,IMTT_ID,2,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,CUSTOMER_KEY,CUSTOMER_KEY,3,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,CURRENCY_KEY,CURRENCY_KEY,4,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,MTT_TYPE,MTT_TYPE,5,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,CONTROL_OFFICE_CODE,CONTROL_OFFICE_CODE,6,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,BRANCH,BRANCH,7,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,OFFICE_CODE,OFFICE_CODE,8,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,ACCOUNT_OFFICER_CODE,ACCOUNT_OFFICER_CODE,9,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,DEPARTMENT_CODE,DEPARTMENT_CODE,10,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,GL_CODE,GL_CODE,11,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,PL_CODE,PL_CODE,12,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,EXPENSE_CODE,EXPENSE_CODE,13,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,LOCAL_EXPENSE_CODE,LOCAL_EXPENSE_CODE,14,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,TT_CODE,TT_CODE,15,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,TRANSACTION_SUB_TYPE,TRANSACTION_SUB_TYPE,16,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,META_LINTYPID,META_LINTYPID,17,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,PAGE2DREF,PAGE2_DREF,18,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,DATA_DATE,DATA_DATE,19,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,CURRENCY_CODE,CURRENCY_CODE,20,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,CUSTOMER_CODE,CUSTOMER_CODE,21,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,ACCOUNT_NO,ACCOUNT_NO,22,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,TRANSACTION_NO,TRANSACTION_NO,23,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,SUB_TRANSACTION_NO,SUB_TRANSACTION_NO,24,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,SECURITY_CODE,SECURITY_CODE,25,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,TRADE_DATE,TRADE_DATE,26,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,START_DATE,START_DATE,27,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,INITIAL_AMOUNT,INITIAL_AMOUNT,28,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,GL_BAL,GL_BAL,29,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,GL_BAL_LCY,GL_BAL_LCY,30,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,NET_BAL,NET_BAL,31,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,NET_AVG,NET_AVG,32,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,NET_AVG_LCY,NET_AVG_LCY,33,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,PLAMOUNT_UNREALISED,PLAMOUNT_UNREALISED,34,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,PLAMOUNT_UNREALISED_LCY,PLAMOUNT_UNREALISED_LCY,35,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,PLAMOUNT_REALISED,PLAMOUNT_REALISED,36,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,PLAMOUNT_REALISED_LCY,PLAMOUNT_REALISED_LCY,37,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,ISAMOUNT,ISAMOUNT,38,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,ISAMOUNT_LCY,ISAMOUNT_LCY,39,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,MARGIN,MARGIN,40,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,MARGIN_LCY,MARGIN_LCY,41,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,INTEREST_REVIEW_DATE,INTEREST_REVIEW_DATE,42,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,FINAL_DUE_DATE,FINAL_DUE_DATE,43,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,INTEREST_RATE_BASIS,INTEREST_RATE_BASIS,44,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,RATE_OF_SPREAD,RATE_OF_SPREAD,45,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,INTEREST_RATE,INTEREST_RATE,46,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,INTEREST_CALC_BASIS,INTEREST_CALC_BASIS,47,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,CALC_METHOD_TYPE,CALC_METHOD_TYPE,48,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,LONG_SHORT_TERM_FLAG,LONG_SHORT_TERM_FLAG,49,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,FIXED_FLOAT_INTEREST_FLAG,FIXED_FLOAT_INTEREST_FLAG,50,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,MTD_INTEREST_ACCRUED,MTD_INTEREST_ACCRUED,51,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,LTF_INTEREST_ACCRUED,LTF_INTEREST_ACCRUED,52,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,IS_INTEREST_RATE,IS_INTEREST_RATE,53,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,SECURED_CODE,SECURED_CODE,54,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,COLLATERAL_GUARANTEE_TYPE1,COLLATERAL_GUARANTEE_TYPE1,55,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,SECURED_GUARANTEE_AMOUNT1,SECURED_GUARANTEE_AMOUNT1,56,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,GUARANTOR_CODE1,GUARANTOR_CODE1,57,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,COLLATERAL_GUARANTEE_TYPE2,COLLATERAL_GUARANTEE_TYPE2,58,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,SECURED_GUARANTEE_AMOUNT2,SECURED_GUARANTEE_AMOUNT2,59,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,GUARANTOR_CODE2,GUARANTOR_CODE2,60,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,SECURED_GUARANTEED_TOTAL,SECURED_GUARANTEED_TOTAL,61,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,CORRESPONDENT_BANK_CODE,CORRESPONDENT_BANK_CODE,62,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,CORRESPONDENT_BANK_NAME,CORRESPONDENT_BANK_NAME,63,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,CORRESPONDENT_BANK_COUNTRY,CORRESPONDENT_BANK_COUNTRY,64,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,FACE_VALUE,FACE_VALUE,65,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,NUMBER_OF_UNITS,NUMBER_OF_UNITS,66,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,NET_CURRENT_BALANCE,NET_CURRENT_BALANCE,67,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,NET_AVG_BALANCE,NET_AVG_BALANCE,68,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,BENEFICIARY_CODE,BENEFICIARY_CODE,69,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,APPLICATION_ID_CODE,APPLICATION_ID_CODE,70,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,PRODUCT_RW_FACTOR,PRODUCT_RW_FACTOR,71,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,ADJUSTMENT_CODE,ADJUSTMENT_CODE,72,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,ADJUSTMENT_REF,ADJUSTMENT_REF,73,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,EFFECTIVE_DATE,EFFECTIVE_DATE,74,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,COMMITMENT_NO,COMMITMENT_NO,75,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,COMMITMENT_FLAG,COMMITMENT_FLAG,76,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,UNDISBURSED_BALANCE,UNDISBURSED_BALANCE,77,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,REPO_FLAG,REPO_FLAG,78,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,REPO_SECURITY_MATURITY_DATE,REPO_SECURITY_MATURITY_DATE,79,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,REPO_COLLATERAL_TYPE,REPO_COLLATERAL_TYPE,80,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
AMIS,IMTT,STATUS,STATUS,81,VARCHAR,200,0,0,TRUE,TRUE,FALSE,
